#{"t_start": 1786480422.497421, "env_id": "None"}
r,l,t
-52.61089,144,1604.900477
-76.42434,144,1608.926085
-66.87205,144,1608.926125
-71.700226,144,1612.928144
-63.084663,144,1612.92818
-60.867622,144,1616.911482
-64.8243,144,1616.911517
-58.71921,144,1620.911965
-59.971317,144,1620.912
-54.421764,144,1624.904939
-67.900246,144,1624.904977
-67.13466,144,1629.419962
-64.74976,144,1629.419993
-72.78843,144,1633.351598
-66.05465,144,1633.351634
-62.097393,144,1637.33463
-68.63903,144,1637.334663
-77.532715,144,1641.384736
-59.185696,144,1641.384768
-59.985123,144,1645.413071
-69.342865,144,1645.413108
-73.59538,144,1649.37712
-60.476772,144,1649.377158
-48.518456,144,1653.363649
-68.79191,144,1653.363697
-60.019634,144,1657.375114
-69.74755,144,1657.375149
-65.112686,144,1661.903127
-59.208504,144,1661.903158
-66.15551,144,1665.83525
-79.88992,144,1665.835283
-61.284546,144,1669.79884
-56.20323,144,1669.798879
-64.07231,144,1674.279672
-59.51288,144,1674.279705
-68.266685,144,1678.200705
-73.086075,144,1678.200743
-61.311043,144,1682.220634
-59.605274,144,1682.220667
-74.79023,144,1686.242419
-64.78298,144,1686.242454
-81.44298,144,1690.220937
-71.120094,144,1690.22097
-69.68741,144,1694.289925
-59.597973,144,1694.289963
-73.005844,144,1698.320972
-65.07222,144,1698.321009
-59.492058,144,1702.345463
-67.61281,144,1702.345499
-71.86494,144,1706.383463
-76.13004,144,1706.3835
-58.64745,144,1710.372344
-73.40352,144,1710.37238
-53.26523,144,1714.470257
-56.24452,144,1714.470309
-62.29874,144,1718.66242
-71.75393,144,1718.662482
-58.22657,144,1722.821062
-59.471657,144,1722.82112
-59.184967,144,1727.512012
-73.04061,144,1727.512044
-65.13174,144,1731.548596
-68.90535,144,1731.54863
-91.22128,144,1735.570708
-83.340904,144,1735.570748
-69.99134,144,1739.596838
-69.23844,144,1739.596873
-69.639946,144,1744.140743
-70.75175,144,1744.140776
-53.70363,144,1748.092047
-81.43279,144,1748.092083
-57.56253,144,1752.07004
-61.273567,144,1752.070082
-59.59611,144,1756.087226
-68.78502,144,1756.08726
-70.8682,144,1760.185158
-63.96974,144,1760.185197
-97.900276,144,1764.316162
-73.738785,144,1764.316196
-70.08965,144,1768.313038
-57.69933,144,1768.313072
-62.69176,144,1772.860925
-71.36949,144,1772.860959
-62.77098,144,1777.498524
-62.370552,144,1777.498559
-89.63311,144,1782.134094
-66.26767,144,1782.134125
-66.00561,144,1786.244321
-74.17389,144,1786.244372
-95.52504,144,1790.903711
-88.65877,144,1790.903743
-58.35804,144,1794.836524
-61.83152,144,1794.836562
-60.05314,144,1798.847598
-62.365944,144,1798.847634
-75.6427,144,1802.888394
-72.934296,144,1802.888428
-54.11953,144,1806.868583
-55.290264,144,1806.868618
-68.6056,144,1810.912152
-65.56808,144,1810.912195
-60.76521,144,1814.900319
-55.018803,144,1814.900354
-71.04461,144,1818.911682
-66.31531,144,1818.911717
-52.56775,144,1822.930987
-67.310646,144,1822.931029
-64.32419,144,1827.405049
-77.083916,144,1827.405086
-51.48353,144,1831.277948
-51.654984,144,1831.277984
-62.12926,144,1835.288009
-74.74258,144,1835.288044
-64.822556,144,1839.276912
-50.417587,144,1839.276947
-77.83809,144,1843.293926
-76.445465,144,1843.29396
-59.226265,144,1847.273155
-63.680305,144,1847.273193
-66.32297,144,1851.272492
-67.446846,144,1851.272531
-85.680435,144,1855.302633
-70.76945,144,1855.302671
-66.57826,144,1859.314826
-68.73781,144,1859.314861
-69.85447,144,1863.294914
-68.091934,144,1863.29495
-69.56162,144,1867.266081
-64.74285,144,1867.266119
-70.2947,144,1871.352545
-70.35041,144,1871.352582
-69.20289,144,1875.332077
-60.853508,144,1875.33211
-83.295555,144,1879.840814
-70.98717,144,1879.840852
-68.11562,144,1883.731696
-62.991318,144,1883.731733
-61.44407,144,1887.709055
-67.515656,144,1887.709094
-65.09829,144,1891.72848
-61.521908,144,1891.728519
-79.51986,144,1895.842193
-78.68275,144,1895.842228
-59.0816,144,1899.874302
-80.19945,144,1899.874339
-65.64809,144,1904.389757
-65.7903,144,1904.38979
-53.05523,144,1908.322696
-77.58361,144,1908.322731
-68.88346,144,1912.357145
-66.4988,144,1912.357178
-69.238464,144,1916.334038
-74.98778,144,1916.334077
-60.229485,144,1920.313129
-69.716934,144,1920.313166
-69.82643,144,1924.384141
-81.34399,144,1924.384174
-58.94201,144,1928.401894
-58.799397,144,1928.401935
-59.432095,144,1932.437278
-78.07605,144,1932.437314
-67.62148,144,1936.430197
-67.25874,144,1936.430234
-63.281425,144,1940.46042
-59.438267,144,1940.460457
-58.25511,144,1944.468543
-60.819202,144,1944.46858
-62.502438,144,1948.481823
-71.25049,144,1948.481858
-82.57281,144,1952.507519
-71.11346,144,1952.507554
-75.76709,144,1956.53097
-53.01233,144,1956.531003
-66.8286,144,1960.588745
-93.12627,144,1960.588781
-65.011734,144,1964.63481
-78.53762,144,1964.634849
-98.263435,144,1969.172529
-73.47566,144,1969.172562
-70.548416,144,1973.157228
-81.61026,144,1973.157261
-83.99486,144,1977.173692
-89.92528,144,1977.173726
-76.4074,144,1981.613103
-57.656597,144,1981.613135
-59.67758,144,1985.521631
-59.928757,144,1985.521665
-63.399254,144,1989.535602
-61.18469,144,1989.535639
-59.13808,144,1993.538986
-71.98683,144,1993.539035
-60.65843,144,1997.536844
-65.183,144,1997.536881
-70.002754,144,2001.550326
-67.47718,144,2001.550361
-65.6383,144,2006.070821
-77.319916,144,2006.070852
-65.267525,144,2010.073345
-63.156303,144,2010.073378
-62.45499,144,2014.364697
-53.50947,144,2014.364733
-92.10253,144,2018.43461
-76.468666,144,2018.434654
-63.863888,144,2022.460011
-66.901344,144,2022.460046
-68.71386,144,2026.490276
-61.71478,144,2026.490312
-69.308846,144,2030.609142
-74.46295,144,2030.60918
-57.28264,144,2034.610185
-62.59744,144,2034.610222
-62.229774,144,2038.652403
-91.68701,144,2038.652441
-66.48288,144,2042.653516
-67.555725,144,2042.653548
-66.87153,144,2046.686523
-82.64113,144,2046.686558
-87.839066,144,2050.73133
-67.85323,144,2050.731366
-60.65886,144,2054.727982
-60.697525,144,2054.728019
-63.445408,144,2058.763066
-70.4228,144,2058.763102
-61.153008,144,2062.761909
-66.88982,144,2062.761946
-68.34102,144,2066.756932
-62.399128,144,2066.756967
-62.975464,144,2070.761336
-72.681335,144,2070.761371
-77.522385,144,2074.773775
-53.870235,144,2074.77381
-56.609844,144,2078.803159
-71.51075,144,2078.803194
-71.221214,144,2082.83694
-60.937992,144,2082.836975
-81.259834,144,2086.858761
-62.161045,144,2086.858796
-57.689186,144,2090.861179
-55.711544,144,2090.861214
